Processo;Status;Duracao_Total_s;Etapa_Falha;Mensagem_Erro
0001491-33.2013.8.22.0023;Falha;0.0;;
0052899-27.2013.8.14.0301;Falha;0.0;;
0014753-19.2013.8.22.0001;Falha;0.0;;
0012530-34.2013.8.14.0028;Falha;0.0;;
0059156-68.2013.8.14.0301;Falha;0.0;;
0001950-53.2013.8.22.0017;Falha;0.0;;
0087493-67.2013.8.14.0301;Falha;0.0;;
0701862-70.2014.8.01.0001;Falha;0.0;;
0007013-08.2013.8.14.0009;Falha;0.0;;
0013690-94.2013.8.14.0028;Falha;0.0;;
0629841-49.2013.8.04.0001;Falha;0.0;;
0005996-94.2014.8.14.0301;Falha;0.0;;
0026703-83.2014.8.14.0301;Falha;0.0;;
0046690-41.2014.8.03.0001;Falha;0.0;;
0012711-67.2014.8.14.0006;Falha;0.0;;
0004365-79.2014.8.14.0022;Falha;0.0;;
0013020-22.2014.8.14.0028;Falha;0.0;;
0047026-12.2014.8.14.0301;Falha;0.0;;
0014788-49.2014.8.14.0006;Falha;0.0;;
0059486-31.2014.8.14.0301;Falha;0.0;;
0005948-38.2014.8.14.0107;Falha;0.0;;
0101553-92.2014.8.20.0123;Falha;0.0;;
0636920-45.2014.8.04.0001;Falha;0.0;;
0060792-35.2014.8.14.0301;Falha;0.0;;
0006426-24.2015.8.14.0006;Falha;0.0;;
0032847-39.2015.8.14.0301;Falha;0.0;;
0827222-85.2015.8.20.5001;Falha;0.0;;
0618262-36.2015.8.04.0001;Falha;0.0;;
0060268-67.2015.8.14.0086;Falha;0.0;;
0101859-87.2015.8.20.0103;Falha;0.0;;
0027157-92.2016.8.14.0301;Falha;0.0;;
0095073-46.2016.8.14.0301;Falha;0.0;;
0004732-97.2016.8.14.0066;Falha;0.0;;
0035299-21.2016.8.03.0001;Falha;0.0;;
0710551-35.2016.8.01.0001;Falha;0.0;;
0704718-46.2016.8.14.0301;Falha;0.0;;
0001121-88.2017.8.14.0006;Falha;0.0;;
0700025-69.2017.8.01.0002;Falha;0.0;;
0002503-07.2017.8.14.0010;Falha;0.0;;
0611365-84.2018.8.04.0001;Falha;0.0;;
0638110-67.2019.8.04.0001;Falha;0.0;;
0047088-03.2015.8.14.0015;Falha;0.0;;
0004336-60.2017.8.14.0301;Falha;0.0;;
0644346-35.2019.8.04.0001;Falha;0.0;;
0637570-58.2015.8.04.0001;Falha;0.0;;
0131096-88.2016.8.14.0301;Falha;0.0;;
0010295-37.2016.8.14.0013;Falha;0.0;;
0117118-50.2014.8.20.0106;Falha;0.0;;
0003525-50.2014.8.22.0021;Falha;0.0;;
0000582-63.2015.8.14.0501;Falha;0.0;;
0016035-82.2016.8.14.0301;Falha;0.0;;
0849139-29.2016.8.20.5001;Falha;0.0;;
0000061-23.2016.8.14.0004;Falha;0.0;;
0022177-34.2012.8.01.0001;Falha;0.0;;
0712546-88.2013.8.01.0001;Falha;0.0;;
0011161-61.2013.8.22.0002;Falha;0.0;;
0056826-34.2013.8.03.0001;Falha;0.0;;
0620918-34.2013.8.04.0001;Falha;0.0;;
0628005-41.2013.8.04.0001;Falha;0.0;;
0624989-79.2013.8.04.0001;Falha;0.0;;
0801386-31.2014.8.20.0124;Falha;0.0;;
0005180-17.2014.8.14.0074;Falha;0.0;;
0100452-95.2014.8.20.0001;Falha;0.0;;
0108671-97.2014.8.20.0001;Falha;0.0;;
0034100-28.2016.8.14.0301;Falha;0.0;;
0000443-80.2017.8.14.0133;Falha;0.0;;
0100860-19.2015.8.20.0109;Falha;0.0;;
0100507-34.2016.8.20.0144;Falha;0.0;;
0820318-81.2017.8.14.0301;Falha;0.0;;
0000032-33.2014.8.04.7501;Falha;0.0;;
0808370-13.2015.8.20.5001;Falha;0.0;;
0000011-81.2019.8.04.7501;Falha;0.0;;
0100978-92.2015.8.20.0109;Falha;0.0;;
0058487-49.2012.8.14.0301;Falha;0.0;;
0113907-98.2012.8.20.0001;Falha;0.0;;
0000124-35.2013.8.14.0301;Falha;0.0;;
0009679-50.2013.8.14.0051;Falha;0.0;;
0705931-82.2013.8.01.0001;Falha;0.0;;
0062571-59.2013.8.14.0301;Falha;0.0;;
0013123-19.2014.8.03.0001;Falha;0.0;;
0013811-78.2014.8.03.0001;Falha;0.0;;
0100596-50.2013.8.20.0148;Falha;0.0;;
0011818-13.2013.8.14.0006;Falha;0.0;;
0055825-14.2013.8.03.0001;Falha;0.0;;
0059641-68.2013.8.14.0301;Falha;0.0;;
0050769-64.2013.8.14.0301;Falha;0.0;;
0002207-86.2014.8.22.0003;Falha;0.0;;
0615386-45.2014.8.04.0001;Falha;0.0;;
0100406-67.2014.8.20.0111;Falha;0.0;;
0000495-17.2014.8.04.3801;Falha;0.0;;
0805580-80.2020.8.20.5001;Falha;0.0;;
0800689-11.2015.8.20.5124;Falha;0.0;;
0816509-85.2014.8.20.5001;Falha;0.0;;
0818963-38.2014.8.20.5001;Falha;0.0;;
0638169-31.2014.8.04.0001;Falha;0.0;;
0701242-24.2015.8.01.0001;Falha;0.0;;
0802130-08.2015.8.20.5001;Falha;0.0;;
0026759-82.2015.8.14.0301;Falha;0.0;;
0009174-19.2015.8.22.0002;Falha;0.0;;
0834953-35.2015.8.20.5001;Falha;0.0;;
0028793-30.2015.8.14.0301;Falha;0.0;;
0030535-05.2015.8.14.0006;Falha;0.0;;
7024983-30.2015.8.22.0001;Falha;0.0;;
0804287-68.2016.8.23.0010;Falha;0.0;;
0048008-88.2016.8.03.0001;Falha;0.0;;
7060040-75.2016.8.22.0001;Falha;0.0;;
0830213-51.2016.8.23.0010;Falha;0.0;;
0000519-40.2017.8.04.3801;Falha;0.0;;
0003989-60.2014.8.14.0130;Falha;0.0;;
0000172-75.2015.8.04.3801;Falha;0.0;;
0618612-87.2016.8.04.0001;Falha;0.0;;
0022376-60.2016.8.03.0001;Falha;0.0;;
0628648-91.2016.8.04.0001;Falha;0.0;;
0017460-54.2016.8.14.0040;Falha;0.0;;
0000147-05.2020.8.04.4701;Falha;0.0;;
0800689-73.2022.8.14.0131;Falha;0.0;;
0806388-75.2022.8.14.0024;Falha;0.0;;
0818865-38.2023.8.20.5001;Falha;0.0;;
0848455-63.2023.8.14.0301;Falha;0.0;;
0808023-73.2023.8.14.0051;Falha;0.0;;
0852962-67.2023.8.14.0301;Falha;0.0;;
0800274-68.2023.8.20.5117;Falha;0.0;;
0001394-57.2023.8.03.0008;Falha;0.0;;
7003424-12.2023.8.22.0009;Falha;0.0;;
7008778-39.2023.8.22.0002;Falha;0.0;;
0849908-90.2023.8.20.5001;Falha;0.0;;
0820498-60.2023.8.20.5106;Falha;0.0;;
0800606-60.2023.8.14.0054;Falha;0.0;;
0802562-18.2024.8.14.0009;Falha;0.0;;
0850472-35.2024.8.20.5001;Falha;0.0;;
0804679-39.2025.8.20.5001;Falha;0.0;;
0002408-13.2024.8.04.4600;Falha;0.0;;
0846015-57.2024.8.20.5001;Falha;0.0;;
0810605-54.2024.8.20.5124;Falha;0.0;;
0802865-14.2024.8.20.5102;Falha;0.0;;
0818352-12.2024.8.20.5106;Falha;0.0;;
0801812-47.2024.8.23.0047;Falha;0.0;;
0801118-90.2024.8.20.5114;Falha;0.0;;
0803667-46.2024.8.14.0133;Falha;0.0;;
0815752-19.2024.8.14.0051;Falha;0.0;;
0800921-51.2025.8.20.5163;Falha;0.0;;
0800194-92.2025.8.20.5163;Falha;0.0;;
0802167-66.2024.8.14.0125;Falha;0.0;;
0602448-66.2024.8.04.0001;Falha;0.0;;
0800696-93.2025.8.20.5110;Falha;0.0;;
0801801-20.2025.8.20.5106;Falha;0.0;;
0807458-74.2025.8.14.0040;Falha;0.0;;
0803654-37.2025.8.14.0028;Falha;0.0;;
0802079-45.2025.8.20.5001;Falha;0.0;;
0800079-77.2025.8.23.0090;Falha;0.0;;
0000333-28.2025.8.04.5000;Falha;0.0;;
0042562-72.2025.8.04.1000;Falha;0.0;;
0804425-42.2025.8.20.5106;Falha;0.0;;
0800383-29.2025.8.20.5112;Falha;0.0;;
6003106-09.2025.8.03.0008;Falha;0.0;;
0821223-20.2025.8.14.0006;Falha;0.0;;
0102972-96.2025.8.04.1000;Falha;0.0;;
0800503-97.2025.8.14.0049;Falha;0.0;;
6003107-91.2025.8.03.0008;Falha;0.0;;
0000182-12.2025.8.04.3400;Falha;0.0;;
0826051-44.2025.8.20.5001;Falha;0.0;;
0800014-71.2025.8.14.0013;Falha;0.0;;
7000817-73.2025.8.22.0003;Falha;0.0;;
0807449-15.2025.8.14.0040;Falha;0.0;;
0809195-20.2025.8.14.0006;Falha;0.0;;
0800889-06.2025.8.20.5144;Falha;0.0;;
0827942-03.2025.8.20.5001;Falha;0.0;;
0821271-76.2025.8.14.0006;Falha;0.0;;
0876878-62.2025.8.14.0301;Falha;0.0;;
0800952-19.2025.8.14.0061;Falha;0.0;;
7006828-27.2025.8.22.0001;Falha;0.0;;
0800652-68.2025.8.20.5112;Falha;0.0;;
0102912-26.2025.8.04.1000;Falha;0.0;;
0800610-55.2025.8.14.0013;Falha;0.0;;
0800078-92.2025.8.23.0090;Falha;0.0;;
0802344-60.2025.8.14.0039;Falha;0.0;;
0800986-75.2025.8.20.5121;Falha;0.0;;
6024716-54.2025.8.03.0001;Falha;0.0;;
0806562-31.2025.8.14.0040;Falha;0.0;;
0804209-08.2025.8.20.5001;Falha;0.0;;
6016680-23.2025.8.03.0001;Falha;0.0;;
6016998-06.2025.8.03.0001;Falha;0.0;;
0882580-86.2025.8.14.0301;Falha;0.0;;
0043580-31.2025.8.04.1000;Falha;0.0;;
0804382-47.2025.8.14.0006;Falha;0.0;;
6001589-84.2025.8.03.0002;Falha;0.0;;
0808022-53.2025.8.14.0040;Falha;0.0;;
0802042-40.2025.8.14.0133;Falha;0.0;;
0833235-54.2025.8.14.0301;Falha;0.0;;
6018009-70.2025.8.03.0001;Falha;0.0;;
6000417-07.2025.8.03.0003;Falha;0.0;;
0806016-39.2025.8.20.5106;Falha;0.0;;
0714102-08.2025.8.01.0001;Falha;0.0;;
6010829-03.2025.8.03.0001;Falha;0.0;;
6000288-72.2025.8.03.0012;Falha;0.0;;
0802275-91.2025.8.14.0115;Falha;0.0;;
0803082-08.2025.8.20.5107;Falha;0.0;;
0808603-12.2025.8.23.0010;Falha;0.0;;
0800914-39.2025.8.14.0018;Falha;0.0;;
7005292-78.2025.8.22.0001;Falha;0.0;;
7008295-41.2025.8.22.0001;Falha;0.0;;
6003201-39.2025.8.03.0008;Falha;0.0;;
0801744-20.2025.8.14.0013;Falha;0.0;;
0800161-64.2025.8.14.0121;Falha;0.0;;
0223649-58.2025.8.04.1000;Falha;0.0;;
0049305-98.2025.8.04.1000;Falha;0.0;;
0801486-20.2025.8.20.5129;Falha;0.0;;
0001300-60.2025.8.04.7300;Falha;0.0;;
0806275-76.2025.8.14.0005;Falha;0.0;;
0002745-90.2025.8.04.5400;Falha;0.0;;
7049003-36.2025.8.22.0001;Falha;0.0;;
0809866-04.2025.8.20.5106;Falha;0.0;;
0117494-31.2025.8.04.1000;Falha;0.0;;
0832457-81.2025.8.20.5001;Falha;0.0;;
0832855-28.2025.8.20.5001;Falha;0.0;;
0800341-78.2025.8.14.0057;Falha;0.0;;
0806015-97.2025.8.20.5124;Falha;0.0;;
0805503-49.2025.8.23.0010;Falha;0.0;;
0097933-21.2025.8.04.1000;Falha;0.0;;
0130579-84.2025.8.04.1000;Falha;0.0;;
0807447-45.2025.8.14.0040;Falha;0.0;;
0701190-67.2025.8.01.0004;Falha;0.0;;
0802321-26.2025.8.14.0133;Falha;0.0;;
0246456-72.2025.8.04.1000;Falha;0.0;;
0801631-60.2025.8.20.5102;Falha;0.0;;
0800169-67.2025.8.14.0080;Falha;0.0;;
0701399-42.2025.8.01.0002;Falha;0.0;;
0801798-83.2025.8.20.5100;Falha;0.0;;
0800623-74.2025.8.20.5158;Falha;0.0;;
0800964-08.2025.8.14.0037;Falha;0.0;;
7047899-09.2025.8.22.0001;Falha;0.0;;
0815780-22.2025.8.14.0028;Falha;0.0;;
0002743-23.2025.8.04.5400;Falha;0.0;;
0826666-37.2025.8.14.0301;Falha;0.0;;
0833128-10.2025.8.14.0301;Falha;0.0;;
0802666-19.2025.8.20.5114;Falha;0.0;;
0800558-41.2025.8.14.0116;Falha;0.0;;
6001989-77.2025.8.03.0009;Falha;0.0;;
0804661-13.2025.8.14.0045;Falha;0.0;;
0219121-78.2025.8.04.1000;Falha;0.0;;
7016528-09.2025.8.22.0007;Falha;0.0;;
0805087-18.2025.8.14.0015;Falha;0.0;;
0820792-83.2025.8.14.0006;Falha;0.0;;
0820640-35.2025.8.14.0006;Falha;0.0;;
0814756-20.2025.8.14.0040;Falha;0.0;;
0814994-39.2025.8.14.0040;Falha;0.0;;
0800660-63.2025.8.14.0019;Falha;0.0;;
0840224-73.2025.8.20.5001;Falha;0.0;;
7002063-44.2025.8.22.0023;Falha;0.0;;
0801578-20.2025.8.14.0067;Falha;0.0;;
0701424-34.2025.8.01.0009;Falha;0.0;;
7047112-77.2025.8.22.0001;Falha;0.0;;
0243696-53.2025.8.04.1000;Falha;0.0;;
0243709-52.2025.8.04.1000;Falha;0.0;;
0858221-72.2025.8.14.0301;Falha;0.0;;
7047083-27.2025.8.22.0001;Falha;0.0;;
0817638-19.2025.8.14.0051;Falha;0.0;;
7051805-07.2025.8.22.0001;Falha;0.0;;
0715269-60.2025.8.01.0001;Falha;0.0;;
7012748-67.2025.8.22.0005;Falha;0.0;;
0246002-92.2025.8.04.1000;Falha;0.0;;
0804247-37.2025.8.14.0070;Falha;0.0;;
7004976-41.2025.8.22.0009;Falha;0.0;;
0801949-92.2025.8.23.0047;Falha;0.0;;
7046051-84.2025.8.22.0001;Falha;0.0;;
0651817-05.2025.8.04.1000;Falha;0.0;;
0714359-33.2025.8.01.0001;Falha;0.0;;
0654408-37.2025.8.04.1000;Falha;0.0;;
0816699-39.2025.8.14.0051;Falha;0.0;;
0802590-29.2025.8.14.0048;Falha;0.0;;
0809439-19.2025.8.14.0015;Falha;0.0;;
0875494-61.2025.8.20.5001;Falha;0.0;;
6013932-15.2025.8.03.0002;Falha;0.0;;
0804458-62.2025.8.14.0009;Falha;0.0;;
0716724-60.2025.8.01.0001;Falha;0.0;;
0811025-91.2025.8.14.0015;Falha;0.0;;
0006490-93.2013.8.14.0009;Falha;0.0;;
0726240-22.2012.8.23.0010;Falha;0.0;;
0003608-22.2013.8.14.0022;Falha;0.0;;
0042660-61.2013.8.14.0301;Falha;0.0;;
0800303-03.2014.8.20.6001;Falha;0.0;;
0803334-08.2014.8.20.0124;Falha;0.0;;
0700100-13.2014.8.01.0003;Falha;0.0;;
0068970-07.2013.8.14.0301;Falha;0.0;;
0022928-02.2013.8.22.0001;Falha;0.0;;
0056930-90.2013.8.14.0301;Falha;0.0;;
0002195-83.2014.8.14.0039;Falha;0.0;;
0018134-59.2015.8.14.0301;Falha;0.0;;
0836056-77.2015.8.20.5001;Falha;0.0;;
0000184-89.2015.8.04.3801;Falha;0.0;;
0100240-92.2016.8.20.0134;Falha;0.0;;
0000004-31.2015.8.04.7501;Falha;0.0;;
0121589-40.2015.8.14.0301;Falha;0.0;;
0025295-96.2013.8.22.0001;Falha;0.0;;
0003112-04.2015.8.14.0028;Falha;0.0;;
7028127-12.2015.8.22.0001;Falha;0.0;;
0804349-57.2016.8.20.5001;Falha;0.0;;
0101821-50.2016.8.20.0100;Falha;0.0;;
0608438-19.2016.8.04.0001;Falha;0.0;;
0159193-59.2015.8.14.0002;Falha;0.0;;
0838384-67.2021.8.20.5001;Falha;0.0;;
0104127-42.2014.8.20.0106;Falha;0.0;;
0001173-98.2014.8.04.6301;Falha;0.0;;
0100557-19.2014.8.20.0148;Falha;0.0;;
0102138-10.2014.8.20.0103;Falha;0.0;;
0100794-60.2015.8.20.0102;Falha;0.0;;
0032447-60.2015.8.14.0063;Falha;0.0;;
0828942-87.2015.8.20.5001;Falha;0.0;;
0627516-04.2013.8.04.0001;Falha;0.0;;
0800407-36.2016.8.20.5124;Falha;0.03;;
0005411-60.2016.8.14.0046;Falha;0.0;;
0037258-61.2015.8.03.0001;Falha;0.0;;
0037209-20.2015.8.03.0001;Falha;0.0;;
0800035-37.2019.8.20.5139;Falha;0.0;;
0002788-38.2019.8.14.0104;Falha;0.0;;
7049468-21.2020.8.22.0001;Falha;0.0;;
0023745-21.2018.8.03.0001;Falha;0.0;;
0313291-41.2016.8.14.0301;Falha;0.0;;
0612103-48.2013.8.04.0001;Falha;0.0;;
0024594-33.2013.8.14.0301;Falha;0.0;;
0015080-61.2013.8.22.0001;Falha;0.0;;
0059924-91.2013.8.14.0301;Falha;0.0;;
0024423-42.2014.8.14.0301;Falha;0.0;;
0032625-08.2014.8.14.0301;Falha;0.0;;
0007224-16.2015.8.14.0028;Falha;0.0;;
0608686-82.2016.8.04.0001;Falha;0.0;;
0013886-24.2003.8.14.0301;Falha;0.0;;
0002208-46.2014.8.04.4700;Falha;0.0;;
0028078-68.2003.8.14.0301;Falha;0.0;;
0000384-32.2004.8.20.0117;Falha;0.0;;
0103662-53.2004.8.04.0001;Falha;0.0;;
0011497-50.2005.8.04.0001;Falha;0.0;;
0005786-70.2005.8.14.0006;Falha;0.0;;
0133124-65.2006.8.22.0007;Falha;0.0;;
0002127-68.2013.8.04.5400;Falha;0.0;;
0012716-41.2007.8.14.0301;Falha;0.0;;
0003230-05.2007.8.01.0001;Falha;0.0;;
0003620-84.2007.8.14.0051;Falha;0.0;;
0000924-30.2010.8.20.0001;Falha;0.0;;
0000486-66.2008.8.14.0046;Falha;0.0;;
0003373-76.2008.8.14.0201;Falha;0.0;;
0001002-17.2008.8.20.0123;Falha;0.0;;
0255142-39.2008.8.04.0001;Falha;0.0;;
0000213-23.2009.8.14.0067;Falha;0.0;;
0235103-84.2009.8.04.0001;Falha;0.0;;
0001349-75.2013.8.04.3500;Falha;0.0;;
0004965-47.2013.8.04.4700;Falha;0.0;;
0002494-08.2014.8.04.3800;Falha;0.0;;
0002964-58.2010.8.20.0106;Falha;0.0;;
0012074-16.2010.8.14.0301;Falha;0.0;;
0005648-89.2010.8.14.0051;Falha;0.0;;
0222053-54.2010.8.04.0001;Falha;0.0;;
0015381-95.2010.8.01.0001;Falha;0.0;;
0102183-25.2004.8.04.0001;Falha;0.0;;
0017201-72.2004.8.14.0301;Falha;0.0;;
0002806-17.2009.8.14.0005;Falha;0.0;;
0713129-34.2017.8.01.0001;Falha;0.0;;
0835837-30.2016.8.20.5001;Falha;0.0;;
0014325-89.2018.8.03.0001;Falha;0.0;;
0019558-34.2012.8.01.0001;Falha;0.0;;
0062673-18.2012.8.14.0301;Falha;0.0;;
0017486-74.2012.8.01.0001;Falha;0.0;;
0057775-59.2012.8.14.0301;Falha;0.0;;
0057809-34.2012.8.14.0301;Falha;0.0;;
0635528-07.2013.8.04.0001;Falha;0.0;;
0613169-63.2013.8.04.0001;Falha;0.0;;
0627799-27.2013.8.04.0001;Falha;0.0;;
0005993-42.2014.8.14.0301;Falha;0.0;;
0634510-48.2013.8.04.0001;Falha;0.0;;
0712210-50.2014.8.01.0001;Falha;0.0;;
0830261-90.2015.8.20.5001;Falha;0.0;;
0023719-92.2015.8.14.0301;Falha;0.0;;
0025946-55.2015.8.14.0301;Falha;0.0;;
0030753-21.2015.8.14.0301;Falha;0.0;;
0830805-78.2015.8.20.5001;Falha;0.0;;
0801834-03.2017.8.14.0015;Falha;0.0;;
0625314-15.2017.8.04.0001;Falha;0.0;;
0100377-05.2018.8.20.0102;Falha;0.0;;
0822227-61.2017.8.14.0301;Falha;0.0;;
0636306-35.2017.8.04.0001;Falha;0.0;;
7052268-27.2017.8.22.0001;Falha;0.0;;
0018212-56.2017.8.14.0051;Falha;0.0;;
0046249-21.2018.8.03.0001;Falha;0.0;;
0849502-45.2018.8.20.5001;Falha;0.0;;
0652263-42.2018.8.04.0001;Falha;0.0;;
0046116-76.2018.8.03.0001;Falha;0.0;;
0855375-29.2018.8.14.0301;Falha;0.0;;
0817601-28.2019.8.14.0301;Falha;0.0;;
0856488-49.2017.8.20.5001;Falha;0.0;;
0801233-17.2023.8.14.0005;Falha;0.0;;
0671654-45.2016.8.14.0301;Falha;0.0;;
0001324-23.2015.8.14.0070;Falha;0.0;;
7004372-85.2017.8.22.0001;Falha;0.0;;
0617937-22.2019.8.04.0001;Falha;0.0;;
0804346-05.2016.8.20.5001;Falha;0.0;;
0642850-39.2017.8.04.0001;Falha;0.0;;
0013610-47.2018.8.03.0001;Falha;0.0;;
0631194-22.2016.8.04.0001;Falha;0.0;;
0015876-12.2015.8.03.0001;Falha;0.0;;
0848021-50.2018.8.14.0301;Falha;0.0;;
0624431-10.2013.8.04.0001;Falha;0.0;;
0818358-97.2016.8.20.5106;Falha;0.0;;
0622723-46.2018.8.04.0001;Falha;0.0;;
7010924-88.2016.8.22.0005;Falha;0.0;;
7009856-69.2017.8.22.0005;Falha;0.0;;
0101393-88.2018.8.20.0103;Falha;0.0;;
0804349-23.2017.8.20.5001;Falha;0.0;;
0609186-17.2017.8.04.0001;Falha;0.0;;
0000433-90.2014.8.04.4701;Falha;0.0;;
0805201-79.2019.8.14.0301;Falha;0.0;;
0641858-10.2019.8.04.0001;Falha;0.0;;
0427635-35.2016.8.14.0301;Falha;0.0;;
0701347-56.2019.8.01.0002;Falha;0.0;;
0001305-25.2007.8.14.0045;Falha;0.0;;
0014695-05.2007.8.22.0008;Falha;0.0;;
0001692-72.2012.8.14.0026;Falha;0.0;;
0000241-13.2007.8.14.0050;Falha;0.0;;
0001822-22.2011.8.22.0011;Falha;0.0;;
0006350-80.2012.8.01.0001;Falha;0.0;;
0006300-29.2013.8.22.0003;Falha;0.0;;
0606265-56.2015.8.04.0001;Falha;0.0;;
7002349-61.2016.8.22.0015;Falha;0.0;;
0802847-61.2018.8.14.0028;Falha;0.0;;
7040706-11.2023.8.22.0001;Falha;0.0;;
7009962-33.2023.8.22.0001;Falha;0.0;;
7041086-34.2023.8.22.0001;Falha;0.0;;
0709398-20.2023.8.01.0001;Falha;0.0;;
0800866-64.2023.8.14.0046;Falha;0.0;;
0713855-95.2023.8.01.0001;Falha;0.0;;
7003433-53.2023.8.22.0015;Falha;0.0;;
0801293-61.2023.8.14.0046;Falha;0.0;;
7006283-19.2023.8.22.0003;Falha;0.0;;
7006916-30.2023.8.22.0003;Falha;0.0;;
7009880-65.2024.8.22.0001;Falha;0.0;;
7009785-35.2024.8.22.0001;Falha;0.0;;
7009805-26.2024.8.22.0001;Falha;0.0;;
